sample_id,label,target,spearman_attention_rollout_vs_gradcam,top20_iou_attention_rollout_vs_gradcam,spearman_attention_rollout_vs_gradcam++,top20_iou_attention_rollout_vs_gradcam++,spearman_attention_rollout_vs_gradient_shap,top20_iou_attention_rollout_vs_gradient_shap,spearman_attention_rollout_vs_guided_backprop,top20_iou_attention_rollout_vs_guided_backprop,spearman_attention_rollout_vs_integrated_gradients,top20_iou_attention_rollout_vs_integrated_gradients,spearman_attention_rollout_vs_occlusion,top20_iou_attention_rollout_vs_occlusion,spearman_gradcam_vs_gradcam++,top20_iou_gradcam_vs_gradcam++,spearman_gradcam_vs_gradient_shap,top20_iou_gradcam_vs_gradient_shap,spearman_gradcam_vs_guided_backprop,top20_iou_gradcam_vs_guided_backprop,spearman_gradcam_vs_integrated_gradients,top20_iou_gradcam_vs_integrated_gradients,spearman_gradcam_vs_occlusion,top20_iou_gradcam_vs_occlusion,spearman_gradcam++_vs_gradient_shap,top20_iou_gradcam++_vs_gradient_shap,spearman_gradcam++_vs_guided_backprop,top20_iou_gradcam++_vs_guided_backprop,spearman_gradcam++_vs_integrated_gradients,top20_iou_gradcam++_vs_integrated_gradients,spearman_gradcam++_vs_occlusion,top20_iou_gradcam++_vs_occlusion,spearman_gradient_shap_vs_guided_backprop,top20_iou_gradient_shap_vs_guided_backprop,spearman_gradient_shap_vs_integrated_gradients,top20_iou_gradient_shap_vs_integrated_gradients,spearman_gradient_shap_vs_occlusion,top20_iou_gradient_shap_vs_occlusion,spearman_guided_backprop_vs_integrated_gradients,top20_iou_guided_backprop_vs_integrated_gradients,spearman_guided_backprop_vs_occlusion,top20_iou_guided_backprop_vs_occlusion,spearman_integrated_gradients_vs_occlusion,top20_iou_integrated_gradients_vs_occlusion,mean_spearman,mean_top20_iou
cub_00005,0,43,-0.03278766284380073,0.2351529324881531,-0.18631156652966194,0.20612980769230768,0.5175739760020589,0.3753169327759885,0.48665905782223073,0.39143094841930115,0.3909223634420038,0.2695300145486748,0.6012470216353084,0.4439854711202906,0.21672370016264145,0.2153324451980138,-0.050363455408163706,0.20591239560175448,-0.13385452861331013,0.16753926701570682,-0.06280812516261736,0.16219815855000289,-0.04919318910752159,0.2213855421686747,-0.1990819794058088,0.1522562866000689,-0.21605838068898559,0.12892338845764428,-0.19402556525260062,0.118292750877584,-0.19595502951807037,0.14476878775901983,0.6230755215224185,0.39928885170466427,0.8229019411760253,0.5475364330326162,0.44950239041786855,0.35031635031635033,0.7032078919705483,0.4619755244755245,0.39696029048323467,0.3268979057591623,0.34977753360448516,0.28298424349807,0.20181486693848968,0.27653116371712255
cub_00009,0,0,0.31583865251061694,0.19999601403061223,-0.34076248954394156,0.07955034423407917,0.4887322904801502,0.5111813869437543,0.4920316977158921,0.4397417503586801,0.5067543077243091,0.4818369757826344,0.5240520071715548,0.5806501910033524,-0.1975836563261995,0.20001594387755103,0.3057824273464416,0.19999601403061223,0.2221549172955081,0.19999601403061223,0.28579110031278054,0.19999601403061223,0.36348732920525817,0.20408163265306123,-0.18206875687965202,0.07515534604671095,-0.20464044985385535,0.06268862180335681,-0.18091345224216465,0.07388978063135367,-0.21751852608925534,0.052697160064378794,0.5931625518263269,0.45403173223212345,0.8950888087400198,0.7315158312483824,0.40909861281463095,0.4737951588282329,0.6666821529614801,0.500336398295582,0.37923282834545413,0.407497396737244,0.39346013827345194,0.4410092395167022,0.262755356751848,0.31284090220855376
cub_00016,0,0,-0.07314236418089734,0.11561978877153975,0.24502406717216052,0.19999601403061223,0.35901469297206273,0.33081360652476627,0.4148242907211874,0.37597696421225835,0.319145315816967,0.2701727738750712,0.4163647571679042,0.5082198913932902,-0.21110158569963933,0.19999601403061223,-0.12773174719174496,0.101113732375048,-0.019736115439831253,0.12784490025288003,-0.07634782917614884,0.11400976909413854,-0.24817223942804087,0.08660699930328528,0.09527248117082614,0.19999601403061223,0.0073570470733712754,0.19999601403061223,0.05469774817268252,0.19999601403061223,0.08245106877506418,0.20408163265306123,0.5527055682597188,0.3509693053311793,0.7771548921035303,0.5299588351882909,0.14338034264472158,0.28852875754687,0.6031978818460216,0.39578552055080324,0.16069324904340315,0.2713990092180347,0.11115119563874197,0.2305778101480942,0.17077155797438387,0.25245996983769875
cub_00022,0,0,0.016291388455566016,0.09816152330925805,0.0,0.19999601403061223,-0.049870217802426085,0.17740232312565998,0.30408934360775275,0.28629109786579504,0.05290424282215445,0.1940032125646975,-0.29165047593907156,0.13827756568605434,0.0,0.19999601403061223,-0.19957337141987525,0.1025049439683586,-0.10279886099488374,0.10414259778841393,-0.17394744457282812,0.092958666884496,-0.16449673354955302,0.06146275064132768,0.0,0.19999601403061223,0.0,0.19999601403061223,0.0,0.19999601403061223,0.0,0.20408163265306123,0.3674022365999677,0.2561807598422733,0.8468522856755281,0.5878164556962026,0.21853182131266896,0.18887064618271374,0.47234834133198145,0.31227932522557866,0.014486533121450396,0.13097562336141017,0.13442487816623724,0.14820477970325066,0.06880923651498423,0.1944568559357911
cub_00027,0,0,0.38707072657053854,0.2705577008292714,-0.5356371406674415,0.04231128647077147,0.38538529738728183,0.33293484757919906,0.1023133056541053,0.2748523153147431,0.17807906237226948,0.2204317421708726,0.4027851165265284,0.35845896147403683,-0.16356593056526686,0.15596752835511543,0.2667295459869717,0.21465746792544177,0.028514369938071004,0.09863703541518419,0.15364425775963944,0.1661050429932605,0.02089097268487837,0.14865171085429413,-0.1674813192812152,0.12501400874145466,-0.2743459751619525,0.05601725226172943,-0.08290592924084247,0.12823826917673503,-0.31984277795558985,0.0337937713441052,0.37180544716546066,0.24976648608257052,0.7567748224472065,0.5078888054094666,0.13055019106254123,0.2004855231215584,0.5292852597103769,0.36003252693636917,0.14316008777493036,0.20098329581803104,0.060885426542965825,0.15022408804674647,0.11305213412911701,0.20457188887242653
cub_00032,0,2,-0.3168817722498553,0.06511701958286897,-0.40895401647725166,0.009354254677127338,0.5019665424791636,0.5263518138261465,0.5750473661309617,0.4394319730330632,0.5019208408143674,0.4647496715807911,0.37831511525408457,0.4310417843026539,0.10615072451590467,0.024293150964580994,-0.2490865710459158,0.0781627719580983,-0.2970883582195648,0.0582652254152386,-0.24326690620011968,0.07717904680120223,-0.19762001778339672,0.04569601320336273,-0.5134867571019417,0.00783368484483278,-0.33311344026939504,0.06534317108126758,-0.45089473641158717,0.021946127603238455,-0.22087906377241925,0.05084482222452576,0.6121204621323539,0.45339995655007603,0.8676937097733329,0.7459765115267507,0.22683031905569281,0.3291595647043398,0.67946365886627,0.4834799319979304,0.22132148956291597,0.30335561841090253,0.20252396953871088,0.3004297351035854,0.07819440755201483,0.2372100880663135
cub_00043,0,0,-0.2376181644382384,0.055038637438889766,-0.20634712057727428,0.036191852960916926,0.4601368058763999,0.37938144329896906,0.5841027642988921,0.36095477046178887,0.4252739053916267,0.3330233793836344,0.14426151523282355,0.30486549105418975,0.6349043738000152,0.3948154840503162,-0.46445365768615643,0.032141938801748524,-0.3066265195279146,0.062129551227773076,-0.4345409294346876,0.03710210830921869,0.04545324303475183,0.11511384886151138,-0.375375003856216,0.011898759705556115,-0.24885027124869144,0.04048939810254549,-0.3418725304091116,0.021790041747276244,-0.06935733128873305,0.04921341337197268,0.6368297211015855,0.3926861425300118,0.8753622719539746,0.6663899036864829,0.15959854964415945,0.2085717691940868,0.6824135444889105,0.43071000855431996,0.0964542079258528,0.18581120598900455,0.12458964769925106,0.17788880497298554,0.10401614390386762,0.20458133112872373
cub_00048,0,1,0.166458135583768,0.296260414648324,0.0,0.19999601403061223,0.5468773291962556,0.40960809102402024,0.3277422727916773,0.21820940819423368,0.3067728770388737,0.2316661552623504,0.40088110579014835,0.45236389684813755,0.0,0.19999601403061223,0.19401264683458913,0.25728246570193575,0.2377794032174601,0.21459694989106753,0.0664429558433382,0.12154233025984912,0.2522017383200989,0.3600992822164084,0.0,0.19999601403061223,0.0,0.19999601403061223,0.0,0.19999601403061223,0.0,0.20408163265306123,0.5579690991849525,0.32265717674970346,0.6651266239707883,0.36987236366118353,0.42790571731383653,0.3472655990431258,0.6999637824875267,0.44398877617094756,0.2871807686850353,0.21896230385378465,0.3024155714392489,0.20662976849372136,0.2590347632236951,0.2702412707059484
cub_00051,0,0,0.4509583963729235,0.484761059328303,-0.39567674711521494,0.012715712988192553,0.4374692661026574,0.46774901272487934,0.5186226813035035,0.4077295363680999,0.4438237692291255,0.43091401682589475,0.44607179819008386,0.3218802973008215,-0.6825192539488273,0.0,0.37655509159125344,0.34173407313323084,0.31794030037294835,0.27329823003235426,0.3493884908635948,0.3192454318390956,0.09445511850830572,0.20740784850830704,-0.42215951959407094,0.027334152334152335,-0.23097568522517312,0.10975946917334808,-0.3418322077242511,0.05531601640551057,-0.07887235899001571,0.1308494617658542,0.5158018491958005,0.3628955588754584,0.8853529308107478,0.7123112362426414,0.2529855218082972,0.22774615477776433,0.5703473285080634,0.3894080996884735,0.27302636856509693,0.23711025687961437,0.2596145249674103,0.22730024213075062,0.19239893637105995,0.2736888508248927
cub_00052,0,2,0.45422853452077144,0.19999601403061223,0.3397421293663414,0.5112951807228916,0.5740876676705309,0.49876782913897394,0.5462981497591902,0.44993498049414826,0.46723565366696806,0.3029083354972734,0.342729118653623,0.3811307901907357,0.2189130818492468,0.19999601403061223,0.29632778386895925,0.19999601403061223,0.2910167201929277,0.19999601403061223,0.1651454609855979,0.19999601403061223,0.2149218862267163,0.20408163265306123,0.183349147106746,0.33978638184245663,0.19116776792686332,0.3109079033311561,0.11692321980035503,0.2229602096155018,0.09975562388885068,0.28615833544785585,0.6334247262917406,0.45868159023184824,0.7545365108935796,0.4877687175685693,0.1309426302536407,0.32196648627502117,0.6087631277441701,0.38518876388984746,0.22512813425279396,0.29569274028629855,0.054756438391875585,0.24272142200429053,0.32901873872911847,0.31904435092109484
