sample_id,method,label,target,deletion_auc,insertion_auc
cub_00007,gradcam,0,2,0.09852963764569722,0.0654585773940198
cub_00007,gradcam++,0,2,0.033334659668616956,0.10330750743160025
cub_00007,integrated_gradients,0,2,0.010338679180131295,0.052155075996415674
cub_00007,gradient_shap,0,2,0.010545556020224469,0.05256024757400154
cub_00007,occlusion,0,2,0.0806935397326015,0.17849156496813523
cub_00007,guided_backprop,0,2,0.008706040304969064,0.022367962886346494
cub_00007,attention_rollout,0,2,0.024467208166606726,0.07319475399563088
cub_00013,gradcam,0,2,0.035900119983125485,0.14486528170527888
cub_00013,gradcam++,0,2,0.08786214120918884,0.07756533349165692
cub_00013,integrated_gradients,0,2,0.017042288125958295,0.04006804997916333
cub_00013,gradient_shap,0,2,0.012679258501157167,0.034702498925616956
cub_00013,occlusion,0,2,0.3039457563660108,0.08238695367472246
cub_00013,guided_backprop,0,2,0.011264031141763551,0.06223667507292702
cub_00013,attention_rollout,0,2,0.06062340944772586,0.1537552885827608
cub_00023,gradcam,0,0,0.23636397552909336,0.5343113675480708
cub_00023,gradcam++,0,0,0.49089408721774813,0.5864834700012579
cub_00023,integrated_gradients,0,0,0.03622762633603998,0.6408416657242924
cub_00023,gradient_shap,0,0,0.029889697226462886,0.7021650618640706
cub_00023,occlusion,0,0,0.13898618476232516,0.8425335518317297
cub_00023,guided_backprop,0,0,0.0434212348976871,0.7560894641617779
cub_00023,attention_rollout,0,0,0.08955494392430412,0.7797507244395091
cub_00025,gradcam,0,0,0.30584441942628476,0.023502219485817454
cub_00025,gradcam++,0,0,0.028171763906721027,0.2536459765804466
cub_00025,integrated_gradients,0,0,0.02043430541525595,0.12381994135794229
cub_00025,gradient_shap,0,0,0.02125327431131154,0.16285728676011785
cub_00025,occlusion,0,0,0.05625776797533036,0.4679959398927167
cub_00025,guided_backprop,0,0,0.019331637327559294,0.07736510377726515
cub_00025,attention_rollout,0,0,0.025497487431857736,0.3924485121620819
cub_00028,gradcam,0,0,0.1292534520238405,0.14649145958246662
cub_00028,gradcam++,0,0,0.1305976918898523,0.3265911424066871
cub_00028,integrated_gradients,0,0,0.029308748774928974,0.04918878322059752
cub_00028,gradient_shap,0,0,0.03132280840654858,0.04938006104202938
cub_00028,occlusion,0,0,0.04018351220875048,0.5079970919992775
cub_00028,guided_backprop,0,0,0.029524516419041906,0.05262973996577782
cub_00028,attention_rollout,0,0,0.14767021275183653,0.15435189963318405
cub_00030,gradcam,0,0,0.262313787965104,0.12475837161327943
cub_00030,gradcam++,0,0,0.5277655277168379,0.3941587042529136
cub_00030,integrated_gradients,0,0,0.032266068120952694,0.08017666060477491
cub_00030,gradient_shap,0,0,0.029055737936869268,0.08577689360245128
cub_00030,occlusion,0,0,0.193408674094826,0.49196092330385
cub_00030,guided_backprop,0,0,0.036795789533061916,0.10703505587880496
cub_00030,attention_rollout,0,0,0.04334652565303258,0.4207599058543565
cub_00031,gradcam,0,0,0.14725421491311863,0.5351932912017219
cub_00031,gradcam++,0,0,0.14578552128514277,0.5298165973159484
cub_00031,integrated_gradients,0,0,0.18409064664738256,0.5363862271129619
cub_00031,gradient_shap,0,0,0.11673545610392468,0.658702749967051
cub_00031,occlusion,0,0,0.08971782121807337,0.6994634547503665
cub_00031,guided_backprop,0,0,0.07911218493827618,0.5851102162036114
cub_00031,attention_rollout,0,0,0.0958020351070445,0.7438103075372057
cub_00033,gradcam,0,0,0.2358455553243402,0.500230540870689
cub_00033,gradcam++,0,0,0.4148660286096857,0.1894683319405885
cub_00033,integrated_gradients,0,0,0.034477713488740847,0.3242100756149739
cub_00033,gradient_shap,0,0,0.026218402863014488,0.3319060969399288
cub_00033,occlusion,0,0,0.743198165879585,0.16636834037490186
cub_00033,guided_backprop,0,0,0.06982432460063137,0.33691329781431706
cub_00033,attention_rollout,0,0,0.05378178887185642,0.35468948842608367
cub_00036,gradcam,0,0,0.3005778223508969,0.6361182735767216
cub_00036,gradcam++,0,0,0.5491302684647963,0.5692392213502899
cub_00036,integrated_gradients,0,0,0.1482838084921241,0.45976420348742975
cub_00036,gradient_shap,0,0,0.14347668663249355,0.46114400196238414
cub_00036,occlusion,0,0,0.38779053201433267,0.7790250118356199
cub_00036,guided_backprop,0,0,0.14015149894403295,0.42568631289759645
cub_00036,attention_rollout,0,0,0.4117974921158748,0.5521315379883164
cub_00040,gradcam,0,0,0.3642775341693778,0.5070348610373911
cub_00040,gradcam++,0,0,0.6316787928575651,0.5381639032362727
cub_00040,integrated_gradients,0,0,0.14941387691069397,0.6125404425314627
cub_00040,gradient_shap,0,0,0.1472298066422809,0.6112700940982904
cub_00040,occlusion,0,0,0.8728522244142368,0.8598289924906566
cub_00040,guided_backprop,0,0,0.10308601268916391,0.7598562347877305
cub_00040,attention_rollout,0,0,0.16164807712193577,0.8855737659381704
cub_00047,gradcam,0,0,0.07857642871822464,0.218101913537248
cub_00047,gradcam++,0,0,0.6462453115382233,0.2824770715844352
cub_00047,integrated_gradients,0,0,0.027833810797892513,0.42980223300692155
cub_00047,gradient_shap,0,0,0.026943585340632136,0.4874286391539499
cub_00047,occlusion,0,0,0.1035805858380627,0.8008579903747887
cub_00047,guided_backprop,0,0,0.03849490846041591,0.38522498805250505
cub_00047,attention_rollout,0,0,0.036501320439856495,0.5165813531377352
cub_00058,gradcam,0,0,0.6292908110888675,0.5452404328039847
cub_00058,gradcam++,0,0,0.6344671606784686,0.5309396110707895
cub_00058,integrated_gradients,0,0,0.20190178083139473,0.4821724997716956
