sample_id,consensus_insertion_auc,consensus_expert_roi,fw_consensus_insertion_auc,fw_consensus_expert_roi,uniform_consensus_insertion_auc,uniform_consensus_expert_roi,topk_consensus_insertion_auc,topk_consensus_expert_roi,topk_methods,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop,weight_attention_rollout
75336136_3843947211_7_left_subarticular_stenosis_l1_l2,0.5694347772747278,0.24364227056503296,0.5694347772747278,0.24364227056503296,0.5586101923137903,0.2340082824230194,0.6239957217127085,0.2792398929595947,attention_rollout gradcam++ gradient_shap,0.12735993152770914,0.1459000549093575,0.13929261308198862,0.1453332710876109,0.14507902561789698,0.14530963749106438,0.15172546628437242
100206310_1012284084_20_left_subarticular_stenosis_l1_l2,0.4530394587665797,0.2778174877166748,0.4530394587665797,0.2778174877166748,0.4685683105140924,0.27266255021095276,0.4055075418204069,0.28260523080825806,occlusion attention_rollout gradient_shap,0.11752536594283007,0.13806438285977315,0.14409278218370491,0.1465011956258601,0.16388757632016196,0.1373464446148337,0.15258225245283613
100206310_1792451510_9_spinal_canal_stenosis_l1_l2,0.4846627794206142,0.27226001024246216,0.4846627794206142,0.27226001024246216,0.48288867697119714,0.2709534764289856,0.4680064484477044,0.27316609025001526,integrated_gradients gradient_shap attention_rollout,0.14068321986538726,0.13123423411853097,0.15492767066887456,0.15461176178297603,0.14741299157671406,0.12237611797616571,0.14875400401135142
100206310_2092806862_12_left_neural_foraminal_narrowing_l2_l3,0.6601943351328375,0.2783251106739044,0.6601943351328375,0.2783251106739044,0.6647338874638081,0.27488115429878235,0.634501025825739,0.28229856491088867,attention_rollout occlusion guided_backprop,0.11299556588044184,0.13350684203069152,0.14276912920451187,0.14710422279246613,0.15570700955297742,0.14784442918768811,0.1600728013512231
105895264_1796707037_13_right_subarticular_stenosis_l1_l2,0.5648845993448048,0.28229856491088867,0.5648845993448048,0.28229856491088867,0.5874811180401593,0.28219637274742126,0.5276122354436665,0.2512832581996918,integrated_gradients guided_backprop gradient_shap,0.10192932478137115,0.11704691996411655,0.16832770020596907,0.15946439398308648,0.1401129554286808,0.16016189201148004,0.1529568136252961
105895264_3528018752_6_left_neural_foraminal_narrowing_l5_s1,0.6508887156844139,0.27417439222335815,0.6508887156844139,0.27417439222335815,0.6468853145837784,0.26924896240234375,0.7315117180347441,0.28260523080825806,attention_rollout occlusion guided_backprop,0.1229324595831703,0.1407645328843364,0.14194424220656507,0.13775827190094198,0.15395356359386142,0.14815294383888145,0.15449398599224337
106310815_2365055639_6_right_neural_foraminal_narrowing_l1_l2,0.974136558175087,0.26028040051460266,0.974136558175087,0.26028040051460266,0.9754616677761079,0.25764089822769165,0.9845652401447296,0.28260523080825806,attention_rollout occlusion guided_backprop,0.1337776151476311,0.14192224350121316,0.14271025168295862,0.14284967884894711,0.14703782738778048,0.14417756301821025,0.1475248204132592
106310815_2473102710_11_spinal_canal_stenosis_l1_l2,0.9914433062076567,0.24895203113555908,0.9914433062076567,0.24895203113555908,0.9913116425275804,0.24740269780158997,0.9880443572998047,0.25646230578422546,occlusion attention_rollout gradcam,0.1434727214511297,0.13718768747690566,0.1426291975158856,0.14344704573763115,0.14618078421977426,0.1411997175098837,0.14588284608879007
106310815_3073372931_31_right_subarticular_stenosis_l3_l4,0.9066085264086724,0.28107333183288574,0.9066085264086724,0.28107333183288574,0.905996535718441,0.2804616093635559,0.9065734028816224,0.28260523080825806,attention_rollout occlusion guided_backprop,0.12934344740927342,0.1355698827580058,0.13402088551250413,0.13660589929143238,0.15672793286663772,0.13823145562571537,0.16950049653643118
107698245_1569834499_7_left_subarticular_stenosis_l1_l2,0.9944267868995667,0.26069581508636475,0.9944267868995667,0.26069581508636475,0.9943929225206376,0.2604982852935791,0.9946172416210175,0.28260523080825806,attention_rollout occlusion gradient_shap,0.14355574560912043,0.1379034897052388,0.1438232831929347,0.1439600651369531,0.1440970905391614,0.14254405379733107,0.14411627201926056
107698245_2063106893_4_right_neural_foraminal_narrowing_l2_l3,0.939201971888542,0.2506024241447449,0.939201971888542,0.2506024241447449,0.9274826139211654,0.23990443348884583,0.9815597921609878,0.28260523080825806,attention_rollout occlusion guided_backprop,0.13755886853676977,0.13343253158017396,0.13634451441094492,0.13627296035584988,0.15524499424263774,0.14452574622152894,0.1566203846520949
111701877_1765709605_8_spinal_canal_stenosis_l1_l2,0.9917536824941635,0.2271375209093094,0.9917536824941635,0.2271375209093094,0.991313335299492,0.22219690680503845,0.9881143122911453,0.24672608077526093,occlusion attention_rollout gradcam++,0.12398688421212407,0.15042242868746536,0.14058121182316588,0.14225773525571675,0.15076676349086082,0.14139557743760714,0.15058939909305996
111701877_1790066392_10_left_neural_foraminal_narrowing_l1_l2,0.8618851274251939,0.27135518193244934,0.8618851274251939,0.27135518193244934,0.8593109399080275,0.2709534764289856,0.894290241599083,0.2068862020969391,gradient_shap guided_backprop integrated_gradients,0.13761723806532303,0.1366751485729601,0.1461761467079372,0.14772903290269737,0.141183312783741,0.14725438153559722,0.143364739431744
111701877_1920224774_11_right_subarticular_stenosis_l3_l4,0.5512126728892326,0.2475961595773697,0.5512126728892326,0.2475961595773697,0.5495439708232879,0.24373839795589447,0.5537168353796006,0.28148147463798523,gradcam++ attention_rollout gradient_shap,0.13840360708544822,0.14993606438884963,0.14243539001174554,0.14570808080900702,0.13913875218949426,0.13589705112123324,0.14848105439422202
117720278_290800562_24_right_subarticular_stenosis_l3_l4,0.5617115199565886,0.2797486484050751,0.5617115199565886,0.2797486484050751,0.5655322879552841,0.27934160828590393,0.5487896896898746,0.28260523080825806,gradcam++ guided_backprop attention_rollout,0.12839891459005634,0.14838882977145804,0.14439384479306897,0.14386139103779305,0.14169940695952174,0.1473111680392428,0.14594644480885913
117720278_4077718798_6_right_neural_foraminal_narrowing_l1_l2,0.8116624295711519,0.22461561858654022,0.8116624295711519,0.22461561858654022,0.8126810282468796,0.22695034742355347,0.8354411780834199,0.1279444694519043,gradcam integrated_gradients gradient_shap,0.1525197531599266,0.13925611404996813,0.14632412130578792,0.14602105048253108,0.13684127084150238,0.14142102225119318,0.13761666790909063
