sample_id,consensus_insertion_auc,consensus_expert_roi,fw_consensus_insertion_auc,fw_consensus_expert_roi,uniform_consensus_insertion_auc,uniform_consensus_expert_roi,topk_consensus_insertion_auc,topk_consensus_expert_roi,topk_methods,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop,weight_attention_rollout
11943292_403244853_7_right_subarticular_stenosis_l1_l2,0.9891656458377839,0.2696496248245239,0.9891656458377839,0.2696496248245239,0.9890216320753098,0.2615855038166046,0.9904865384101869,0.28260523080825806,attention_rollout occlusion gradcam++,0.0946633280456108,0.1503970680667123,0.15035526811765101,0.1500593568131789,0.15244433174360872,0.14953813949734884,0.15254250771588942
11943292_1212326388_4_right_neural_foraminal_narrowing_l2_l3,0.8941006749868393,0.2757909893989563,0.8941006749868393,0.2757909893989563,0.8962312161922454,0.2750832140445709,0.9414992958307267,0.25842785835266113,guided_backprop occlusion integrated_gradients,0.12447543894947137,0.1398401361454182,0.1471930267868828,0.14669239017816077,0.14800285697208063,0.1482385204637993,0.14555763050418682
11943292_1638921810_8_spinal_canal_stenosis_l5_s1,0.9634637266397477,0.18162456154823303,0.9634637266397477,0.18162456154823303,0.9396178364753723,0.13606835901737213,0.9765130132436752,0.27165666222572327,occlusion gradient_shap attention_rollout,0.1029817060687728,0.11882948097041895,0.1559256302247473,0.1565109745993804,0.15837841257853644,0.15126516632218862,0.1561086292359555
41477684_3009399271_4_left_neural_foraminal_narrowing_l4_l5,0.3815297469496727,0.22256839275360107,0.3815297469496727,0.22256839275360107,0.38062481731176373,0.22071319818496704,0.39967640712857244,0.1442287117242813,guided_backprop gradcam integrated_gradients,0.14548942529138748,0.13826036170918596,0.1435351490219597,0.13991527711535087,0.14132785130516504,0.15133261018022895,0.14013932537672188
41477684_3749739759_3_right_subarticular_stenosis_l1_l2,0.7964217752218247,0.27478012442588806,0.7964217752218247,0.27478012442588806,0.7963300257921219,0.2750832140445709,0.799470341205597,0.27145567536354065,gradcam guided_backprop attention_rollout,0.15108423149142505,0.11499261594155415,0.14610180022098346,0.14507730481679645,0.1463883533688436,0.14909961216645962,0.14725608199393783
44060036_1034241723_2_right_neural_foraminal_narrowing_l5_s1,0.8510778352618217,0.2801559567451477,0.8510778352618217,0.2801559567451477,0.8448901280760766,0.27731025218963623,0.8624008387327196,0.28260523080825806,attention_rollout integrated_gradients gradient_shap,0.12958183344256408,0.123924254556937,0.15135938265935947,0.15096733808833152,0.1424687132976053,0.15007358662147,0.15162489133373258
44060036_2320605986_4_left_subarticular_stenosis_l3_l4,0.7091562956571579,0.2776145339012146,0.7091562956571579,0.2776145339012146,0.7029877305030823,0.27437624335289,0.7106706947088242,0.28260523080825806,attention_rollout occlusion gradcam++,0.12664868717342612,0.14901002469959157,0.13519289199627532,0.1343412239973506,0.15880140179732805,0.13427302680545458,0.1617327435305737
44060036_3294158542_7_spinal_canal_stenosis_l1_l2,0.8074219942092895,0.2133484184741974,0.8074219942092895,0.2133484184741974,0.8128610551357268,0.21142986416816711,0.8522991865873337,0.1560681164264679,guided_backprop gradient_shap integrated_gradients,0.12338932810593586,0.12592079307859982,0.15565138303873838,0.15725093595803932,0.14387812732018396,0.16279129131547612,0.13111814118302662
52695609_3284178089_6_left_neural_foraminal_narrowing_l1_l2,0.6276921588927509,0.2277756631374359,0.6276921588927509,0.2277756631374359,0.6392957169562578,0.20942644774913788,0.5703152123838663,0.2775130867958069,occlusion attention_rollout integrated_gradients,0.11166535829891074,0.12758611537449702,0.14308135000070096,0.1418500648985748,0.17709021567456387,0.14110161852340206,0.15762527722935052
52695609_3778925627_7_left_subarticular_stenosis_l1_l2,0.46690772734582425,0.27498218417167664,0.46690772734582425,0.27498218417167664,0.4476993553340435,0.26854845881462097,0.6594981558620929,0.28219637274742126,occlusion attention_rollout gradcam,0.16332536126535677,0.12411985361840455,0.12163103083385286,0.1225330452555023,0.1779948439586755,0.12475689310114085,0.16563897196706717
74294498_507422603_9_spinal_canal_stenosis_l1_l2,0.9816939190030097,0.21179483830928802,0.9816939190030097,0.21179483830928802,0.9815095111727715,0.20670516788959503,0.9886414512991906,0.2412436306476593,occlusion attention_rollout gradient_shap,0.12812582287212662,0.14070902319971204,0.1477563331390862,0.148801143548165,0.15066700084950627,0.1337650740199767,0.15017560237142724
74294498_3485741709_11_left_neural_foraminal_narrowing_l1_l2,0.942566803097725,0.26326948404312134,0.942566803097725,0.26326948404312134,0.9413066357374191,0.26069581508636475,0.9585380703210832,0.28260523080825806,occlusion gradient_shap attention_rollout,0.1296864776629907,0.13506637693861415,0.14663019461501853,0.14768903444420722,0.1484446896352489,0.14537910334844895,0.14710412335547157
74294498_3742439825_29_right_subarticular_stenosis_l3_l4,0.5593147702515125,0.2727632224559784,0.5593147702515125,0.2727632224559784,0.5618070892989635,0.27055200934410095,0.5552007012069226,0.2533302307128906,gradient_shap integrated_gradients guided_backprop,0.11792797874485382,0.13054328354457972,0.15613506558333806,0.15664810578968336,0.14923423378665365,0.15227022973996873,0.13724110281092272
75336136_1335435066_5_right_neural_foraminal_narrowing_l1_l2,0.6562388151884079,0.2062528133392334,0.6562388151884079,0.2062528133392334,0.6544958978891371,0.1944320648908615,0.5936364352703094,0.27226001024246216,occlusion attention_rollout gradient_shap,0.13651444477721272,0.12210226338432391,0.14098677315446123,0.1446689296571651,0.16906854304298966,0.13629514474367202,0.15036390124017554
