model,fold,method,deletion_auc,insertion_auc,source
vit_small,fold_2,gradcam++,0.6694404897491136,0.6944253872709037,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_2\vit_small\faithfulness_metrics.csv
vit_small,fold_2,gradient_shap,0.5458764799015285,0.7200463747017396,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_2\vit_small\faithfulness_metrics.csv
vit_small,fold_2,guided_backprop,0.5629334444007835,0.728674580508067,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_2\vit_small\faithfulness_metrics.csv
vit_small,fold_2,integrated_gradients,0.5455357468750638,0.7201669831826972,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_2\vit_small\faithfulness_metrics.csv
vit_small,fold_2,occlusion,0.5557973340302705,0.7881117286329778,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_2\vit_small\faithfulness_metrics.csv
cbm_leaky,fold_3,gradcam,0.6837598242993504,0.8066967461582002,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\cbm_leaky\faithfulness_metrics.csv
cbm_leaky,fold_3,gradcam++,0.6870892305066226,0.8234609880714561,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\cbm_leaky\faithfulness_metrics.csv
cbm_leaky,fold_3,gradient_shap,0.5460161871393017,0.8159658110073262,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\cbm_leaky\faithfulness_metrics.csv
cbm_leaky,fold_3,guided_backprop,0.5687628497796443,0.7335569185855856,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\cbm_leaky\faithfulness_metrics.csv
cbm_leaky,fold_3,integrated_gradients,0.5486170474643973,0.8159105951327559,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\cbm_leaky\faithfulness_metrics.csv
cbm_leaky,fold_3,occlusion,0.6119556344388014,0.8464349665568249,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\cbm_leaky\faithfulness_metrics.csv
cbm_nonleaky,fold_3,gradcam,0.5219160368987941,0.7817785800465693,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\cbm_nonleaky\faithfulness_metrics.csv
cbm_nonleaky,fold_3,gradcam++,0.47913180050622517,0.8062578968409216,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\cbm_nonleaky\faithfulness_metrics.csv
cbm_nonleaky,fold_3,gradient_shap,0.413022920875519,0.8009391355078066,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\cbm_nonleaky\faithfulness_metrics.csv
cbm_nonleaky,fold_3,guided_backprop,0.4450118576456249,0.7559976480882808,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\cbm_nonleaky\faithfulness_metrics.csv
cbm_nonleaky,fold_3,integrated_gradients,0.41328391217640215,0.8018430491921413,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\cbm_nonleaky\faithfulness_metrics.csv
cbm_nonleaky,fold_3,occlusion,0.4560372123120275,0.8322635878610501,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\cbm_nonleaky\faithfulness_metrics.csv
convnext_blackbox,fold_3,gradcam,0.7629458465887389,0.7851895351977897,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\convnext_blackbox\faithfulness_metrics.csv
convnext_blackbox,fold_3,gradcam++,0.7407334850850359,0.7941069090467426,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\convnext_blackbox\faithfulness_metrics.csv
convnext_blackbox,fold_3,gradient_shap,0.6049590739370324,0.8500127985609385,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\convnext_blackbox\faithfulness_metrics.csv
convnext_blackbox,fold_3,guided_backprop,0.6040405504631344,0.8401290258317797,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\convnext_blackbox\faithfulness_metrics.csv
convnext_blackbox,fold_3,integrated_gradients,0.6023638356338293,0.8490502948972086,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\convnext_blackbox\faithfulness_metrics.csv
convnext_blackbox,fold_3,occlusion,0.6402660884600287,0.8576493260599284,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\convnext_blackbox\faithfulness_metrics.csv
deit_small,fold_3,attention_rollout,0.5986340840668224,0.773279565838476,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\deit_small\faithfulness_metrics.csv
deit_small,fold_3,gradcam,0.6807767186316972,0.6820196660300717,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\deit_small\faithfulness_metrics.csv
deit_small,fold_3,gradcam++,0.6680484046014026,0.697919961342588,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\deit_small\faithfulness_metrics.csv
deit_small,fold_3,gradient_shap,0.5762081607505679,0.748679577471378,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\deit_small\faithfulness_metrics.csv
deit_small,fold_3,guided_backprop,0.5749295352003537,0.7385333565877129,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\deit_small\faithfulness_metrics.csv
deit_small,fold_3,integrated_gradients,0.5778968276210751,0.7415377471341441,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\deit_small\faithfulness_metrics.csv
deit_small,fold_3,occlusion,0.5792228007028656,0.767994672815005,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\deit_small\faithfulness_metrics.csv
densenet121,fold_3,gradcam,0.4772226243814802,0.8229005579277873,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\densenet121\faithfulness_metrics.csv
densenet121,fold_3,gradcam++,0.48051422244337544,0.8245908516452958,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\densenet121\faithfulness_metrics.csv
densenet121,fold_3,gradient_shap,0.47995968392491334,0.8187588559112823,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\densenet121\faithfulness_metrics.csv
densenet121,fold_3,guided_backprop,0.48092354752433797,0.8008797629309362,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\densenet121\faithfulness_metrics.csv
densenet121,fold_3,integrated_gradients,0.4708716236896192,0.8045216282638722,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\densenet121\faithfulness_metrics.csv
densenet121,fold_3,occlusion,0.4919528646128104,0.7748908845822637,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\densenet121\faithfulness_metrics.csv
efficientnet_b4,fold_3,gradcam,0.3973831913769342,0.7457655793363228,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\efficientnet_b4\faithfulness_metrics.csv
efficientnet_b4,fold_3,gradcam++,0.42416594577074285,0.7299784761831785,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\efficientnet_b4\faithfulness_metrics.csv
efficientnet_b4,fold_3,gradient_shap,0.40400868299346376,0.49978274710026255,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\efficientnet_b4\faithfulness_metrics.csv
efficientnet_b4,fold_3,guided_backprop,0.4266202292710853,0.41192219460352014,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\efficientnet_b4\faithfulness_metrics.csv
efficientnet_b4,fold_3,integrated_gradients,0.4027486610254273,0.43471443046396596,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\efficientnet_b4\faithfulness_metrics.csv
efficientnet_b4,fold_3,occlusion,0.4267033477197401,0.6504198812319276,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\efficientnet_b4\faithfulness_metrics.csv
resnet50,fold_3,gradcam,0.7506586567178508,0.8306798991876325,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\resnet50\faithfulness_metrics.csv
resnet50,fold_3,gradcam++,0.7517473021515939,0.829267095416657,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\resnet50\faithfulness_metrics.csv
resnet50,fold_3,gradient_shap,0.7309671124274494,0.8281621756409976,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\resnet50\faithfulness_metrics.csv
resnet50,fold_3,guided_backprop,0.7130660629170888,0.8108588745099712,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\resnet50\faithfulness_metrics.csv
resnet50,fold_3,integrated_gradients,0.729104246227728,0.8240382983552478,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\resnet50\faithfulness_metrics.csv
resnet50,fold_3,occlusion,0.7127755124359826,0.7798989022318104,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\resnet50\faithfulness_metrics.csv
vit_small,fold_3,attention_rollout,0.5791279949508026,0.7557884482544226,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\vit_small\faithfulness_metrics.csv
vit_small,fold_3,gradcam,0.607575852953208,0.6778992302746046,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\vit_small\faithfulness_metrics.csv
vit_small,fold_3,gradcam++,0.6043872680432396,0.6827733088310342,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\vit_small\faithfulness_metrics.csv
vit_small,fold_3,gradient_shap,0.4391156267274248,0.7322250119457021,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\vit_small\faithfulness_metrics.csv
vit_small,fold_3,guided_backprop,0.45276047612491915,0.7338158121672458,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\vit_small\faithfulness_metrics.csv
vit_small,fold_3,integrated_gradients,0.44194560514134357,0.7270770159868213,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\vit_small\faithfulness_metrics.csv
vit_small,fold_3,occlusion,0.45394391904872217,0.7716248651444911,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_3\vit_small\faithfulness_metrics.csv
cbm_leaky,fold_4,gradcam,0.6358795762593751,0.7579200883668794,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\cbm_leaky\faithfulness_metrics.csv
cbm_leaky,fold_4,gradcam++,0.6146873608232272,0.7579056095109675,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\cbm_leaky\faithfulness_metrics.csv
cbm_leaky,fold_4,gradient_shap,0.4583672001162558,0.7895191320084001,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\cbm_leaky\faithfulness_metrics.csv
cbm_leaky,fold_4,guided_backprop,0.4670646069010617,0.7343292194692403,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\cbm_leaky\faithfulness_metrics.csv
cbm_leaky,fold_4,integrated_gradients,0.4608535417468592,0.7893451669797772,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\cbm_leaky\faithfulness_metrics.csv
cbm_leaky,fold_4,occlusion,0.4795818586692354,0.8135273104144459,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\cbm_leaky\faithfulness_metrics.csv
cbm_nonleaky,fold_4,gradcam,0.5657606060850764,0.7610403289575497,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\cbm_nonleaky\faithfulness_metrics.csv
cbm_nonleaky,fold_4,gradcam++,0.5270047150220489,0.7815164006328523,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\cbm_nonleaky\faithfulness_metrics.csv
cbm_nonleaky,fold_4,gradient_shap,0.3624817397307997,0.7766228089891375,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\cbm_nonleaky\faithfulness_metrics.csv
cbm_nonleaky,fold_4,guided_backprop,0.42359831798715214,0.7323602203263169,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\cbm_nonleaky\faithfulness_metrics.csv
cbm_nonleaky,fold_4,integrated_gradients,0.3590827203949544,0.7746958268639137,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\cbm_nonleaky\faithfulness_metrics.csv
cbm_nonleaky,fold_4,occlusion,0.4676674009360674,0.8176546097084901,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\cbm_nonleaky\faithfulness_metrics.csv
convnext_blackbox,fold_4,gradcam,0.6012878209429957,0.6476556934536978,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\convnext_blackbox\faithfulness_metrics.csv
convnext_blackbox,fold_4,gradcam++,0.5360007702638129,0.7174442760351036,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\convnext_blackbox\faithfulness_metrics.csv
convnext_blackbox,fold_4,gradient_shap,0.39183177702000827,0.7511020855337652,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\convnext_blackbox\faithfulness_metrics.csv
convnext_blackbox,fold_4,guided_backprop,0.42955306099669543,0.7166828236767323,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\convnext_blackbox\faithfulness_metrics.csv
convnext_blackbox,fold_4,integrated_gradients,0.3910739603726736,0.747863169677866,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\convnext_blackbox\faithfulness_metrics.csv
convnext_blackbox,fold_4,occlusion,0.45274206258756267,0.7875114829254259,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\convnext_blackbox\faithfulness_metrics.csv
deit_small,fold_4,attention_rollout,0.45759082132125817,0.7438082869340045,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\deit_small\faithfulness_metrics.csv
deit_small,fold_4,gradcam,0.5908938258023312,0.5901321011817684,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\deit_small\faithfulness_metrics.csv
deit_small,fold_4,gradcam++,0.5908180321726637,0.6141553297944289,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\deit_small\faithfulness_metrics.csv
deit_small,fold_4,gradient_shap,0.4612575069879337,0.7184257957843753,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\deit_small\faithfulness_metrics.csv
deit_small,fold_4,guided_backprop,0.46072527991871665,0.7105011599441059,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\deit_small\faithfulness_metrics.csv
deit_small,fold_4,integrated_gradients,0.4622694138688967,0.7147663489061719,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\deit_small\faithfulness_metrics.csv
deit_small,fold_4,occlusion,0.43753012948902326,0.7429970744942935,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\deit_small\faithfulness_metrics.csv
densenet121,fold_4,gradcam,0.45350054152775554,0.7204457044505204,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\densenet121\faithfulness_metrics.csv
densenet121,fold_4,gradcam++,0.4713509231676168,0.7117802657245969,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\densenet121\faithfulness_metrics.csv
densenet121,fold_4,gradient_shap,0.46136069168507426,0.6850180352951477,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\densenet121\faithfulness_metrics.csv
densenet121,fold_4,guided_backprop,0.46108950755046685,0.6609575385346543,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\densenet121\faithfulness_metrics.csv
densenet121,fold_4,integrated_gradients,0.46328750045302636,0.6739152376008375,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\densenet121\faithfulness_metrics.csv
densenet121,fold_4,occlusion,0.4192589793984468,0.6842698002299294,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\densenet121\faithfulness_metrics.csv
efficientnet_b4,fold_4,gradcam,0.44186530745293323,0.7036047128221641,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\efficientnet_b4\faithfulness_metrics.csv
efficientnet_b4,fold_4,gradcam++,0.4752106334322985,0.685747345758602,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\efficientnet_b4\faithfulness_metrics.csv
efficientnet_b4,fold_4,gradient_shap,0.44489004699730617,0.5094343447832701,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\efficientnet_b4\faithfulness_metrics.csv
efficientnet_b4,fold_4,guided_backprop,0.4563183952495456,0.4528891293113119,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\efficientnet_b4\faithfulness_metrics.csv
efficientnet_b4,fold_4,integrated_gradients,0.4421090214846966,0.46915608557794863,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\efficientnet_b4\faithfulness_metrics.csv
efficientnet_b4,fold_4,occlusion,0.4527564927320927,0.6528248796725336,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\efficientnet_b4\faithfulness_metrics.csv
resnet50,fold_4,gradcam,0.45098354122308953,0.7094725487344785,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\resnet50\faithfulness_metrics.csv
resnet50,fold_4,gradcam++,0.4544483672224693,0.7119892067797445,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\resnet50\faithfulness_metrics.csv
resnet50,fold_4,gradient_shap,0.45216186525067315,0.6695999393492674,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\resnet50\faithfulness_metrics.csv
resnet50,fold_4,guided_backprop,0.4695980997611769,0.6554257926050122,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\resnet50\faithfulness_metrics.csv
resnet50,fold_4,integrated_gradients,0.4679564390877106,0.6502950959117054,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\resnet50\faithfulness_metrics.csv
resnet50,fold_4,occlusion,0.48309111007177363,0.6297495751711469,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\resnet50\faithfulness_metrics.csv
vit_small,fold_4,attention_rollout,0.4806419451740997,0.7457133109255228,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\vit_small\faithfulness_metrics.csv
vit_small,fold_4,gradcam,0.6199914196658258,0.61372175549448,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\vit_small\faithfulness_metrics.csv
vit_small,fold_4,gradcam++,0.5884812133410403,0.6443819684655561,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\vit_small\faithfulness_metrics.csv
vit_small,fold_4,gradient_shap,0.4621657872534512,0.7322558613349683,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\vit_small\faithfulness_metrics.csv
vit_small,fold_4,guided_backprop,0.4718744986230352,0.7277721309872188,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\vit_small\faithfulness_metrics.csv
vit_small,fold_4,integrated_gradients,0.46093687867916494,0.7314030160383942,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\vit_small\faithfulness_metrics.csv
vit_small,fold_4,occlusion,0.49396350252154897,0.7486898368310648,artifacts\results\current\v4\rsna\dataset_no_npy\combined_xai_multifold\fold_4\vit_small\faithfulness_metrics.csv
