baseline_mode,samples,map_spearman_mean,top20_iou_mean,mean_abs_diff_mean,identical_fraction,ig_insertion_auc_mean,gradient_shap_insertion_auc_mean,insertion_auc_delta_mean,input_grad_l2_mean
black,48,0.5527587098668703,0.3298206869931201,0.028423212740259867,0.0,0.5846469220482201,0.6412901220843196,0.05664320003609949,0.4997175601311028
gray,48,0.3839711602493557,0.2161433153604009,0.03854798156923304,0.0,0.5786380551455902,0.6194777686721257,0.04083971352653557,0.4997175601311028
mean,48,0.4052808173653237,0.25145832757298675,0.02723684722635274,0.0,0.5996429499182947,0.6507613472494995,0.05111839733120482,0.4997175601311028
