sample_id,label,target,spearman_gradcam_vs_gradcam++,top20_iou_gradcam_vs_gradcam++,spearman_gradcam_vs_gradient_shap,top20_iou_gradcam_vs_gradient_shap,spearman_gradcam_vs_guided_backprop,top20_iou_gradcam_vs_guided_backprop,spearman_gradcam_vs_integrated_gradients,top20_iou_gradcam_vs_integrated_gradients,spearman_gradcam_vs_occlusion,top20_iou_gradcam_vs_occlusion,spearman_gradcam++_vs_gradient_shap,top20_iou_gradcam++_vs_gradient_shap,spearman_gradcam++_vs_guided_backprop,top20_iou_gradcam++_vs_guided_backprop,spearman_gradcam++_vs_integrated_gradients,top20_iou_gradcam++_vs_integrated_gradients,spearman_gradcam++_vs_occlusion,top20_iou_gradcam++_vs_occlusion,spearman_gradient_shap_vs_guided_backprop,top20_iou_gradient_shap_vs_guided_backprop,spearman_gradient_shap_vs_integrated_gradients,top20_iou_gradient_shap_vs_integrated_gradients,spearman_gradient_shap_vs_occlusion,top20_iou_gradient_shap_vs_occlusion,spearman_guided_backprop_vs_integrated_gradients,top20_iou_guided_backprop_vs_integrated_gradients,spearman_guided_backprop_vs_occlusion,top20_iou_guided_backprop_vs_occlusion,spearman_integrated_gradients_vs_occlusion,top20_iou_integrated_gradients_vs_occlusion,mean_spearman,mean_top20_iou
cub_00001,0,0,0.7837626241971553,0.8063180631806318,0.3091814497161592,0.19046206773830002,0.4040738290591258,0.28662093723956666,0.2823443523462178,0.18989743285705815,0.048159967582977685,0.06845489038785835,0.49562396182424473,0.23812461443553362,0.6044525077046039,0.32248286768581974,0.4111639641065955,0.22962872197034678,0.09223829528711441,0.10142329421990438,0.5156392375508947,0.29693053311793216,0.7088394207418406,0.5382846631409519,0.2084128176504173,0.24119987756351394,0.41069930734201776,0.26321752265861026,0.23155293111035902,0.20634259534717678,0.21139480958189133,0.23154953532163033,0.3811692983867744,0.2807291744576556
cub_00002,0,0,0.8546531645361272,0.6910836069714574,0.5412195749308107,0.3532542783991376,0.5514613364994873,0.37446109628413055,0.49700705673751894,0.3016850291639663,0.5429164611728743,0.551697766901193,0.6224375824552657,0.28357636224098237,0.6763927997279411,0.2900115696104898,0.5381864785627037,0.24019032317864425,0.5861324933299441,0.4592629912192313,0.7444472817800841,0.44398877617094756,0.7212400934693387,0.45255844249837157,0.5528606639053418,0.3966384239167872,0.6884001608374727,0.3931695127030404,0.6127311804459545,0.4338755304101839,0.47703718800782574,0.35121626124625127,0.6138082344265795,0.401111331394321
cub_00014,0,0,0.8755598542478391,0.7142125042705842,0.6620584906115125,0.4083222230018946,0.7089772890652175,0.41757310354569854,0.6270183303814519,0.39627104494225684,0.6125548828563164,0.38056652594307505,0.7179522027921024,0.5141456054319125,0.7764452985857068,0.4965326970397435,0.6827903880322035,0.49108469539375926,0.7216556576735877,0.4998520491196923,0.6607066770202964,0.46592652107223725,0.7845705099727674,0.5705454260896784,0.6340606869380117,0.49608913813459266,0.6363088328116836,0.43870967741935485,0.7226030977884735,0.5532827702443882,0.5996050547302515,0.4604192177483253,0.6948578169004948,0.48690221329314626
cub_00017,0,0,0.6201151271119861,0.17671200750469043,0.07928291773016705,0.11215781890723706,0.033672131374437614,0.09540443183058618,0.17269750253252436,0.12468478565424489,0.029041880365142454,0.24066821686452086,0.5796805379259204,0.3997768168503278,0.5494601721755916,0.3665146047525022,0.6021025193526538,0.36549190366036194,0.20240198474528776,0.33607907742998355,0.6123218237673528,0.3809949769490126,0.7172998035706929,0.4570930739073617,0.2757556618768862,0.26821792706574094,0.5552833476646863,0.35078745456992866,0.34225935877208424,0.25876947910846215,0.21956247963344605,0.26647510775188954,0.3727291499065906,0.2799885121871234
cub_00018,0,0,0.28320347605186097,0.1701259328358209,0.1419827793405596,0.13608060681535153,0.24662273859621486,0.21702746952883392,0.11460329985973133,0.13859420207636014,0.052145225862544796,0.1802887414134358,0.566306352861498,0.31554798112218146,0.804783270685231,0.39656252174518125,0.5744306749133966,0.3144279258628594,0.5062761362181837,0.356550247557875,0.6596911408805257,0.3466183574879227,0.7592586094712568,0.4866666666666667,0.47701991319788956,0.25736434108527134,0.6346202144763555,0.32755655509988096,0.5044569545220485,0.3130626254776245,0.46118009357355666,0.2778092897208042,0.4524387253673902,0.282285564299738
cub_00020,0,0,0.9126200347223523,0.5493283927744326,0.5074333449861053,0.33293484757919906,0.5538289932231404,0.4074333800841515,0.5171665926071135,0.34481372286250334,0.5140251413905927,0.37831407205982326,0.6017595618088176,0.42755530265310476,0.6054083066876179,0.3908523908523909,0.5917998779745807,0.4083222230018946,0.5773928893011705,0.45465633519873727,0.6547862996116011,0.3628955588754584,0.7110127350739962,0.49486071800983167,0.5534710525620021,0.3752289222003663,0.5766715181869173,0.33817842378983864,0.5239380942112468,0.31929984383133786,0.5130557097087364,0.34825109722037506,0.5942913434703994,0.3955283487328964
cub_00029,0,0,0.008993518321242016,0.03426775224157477,-0.08659706505742884,0.06302632275832848,0.027228537573480496,0.10944668619755679,-0.13310431724106006,0.05144323956205144,0.037399075312831265,0.09885107305441145,0.3327228986202066,0.1971368923352222,0.7199522741600938,0.4129822585187271,0.3537309621669759,0.24149449461833478,0.39002114950524625,0.36311684819147505,0.3775024940952817,0.2717019389177544,0.5951504264336995,0.37644880323708935,0.2153498578374251,0.24355986261040236,0.4196850906005246,0.3068107826539914,0.4107829640021446,0.37448308589248186,0.30640576330882197,0.29494794660535223,0.2650149086426323,0.22931453249298359
cub_00035,0,0,-0.1018732854312768,0.1626600243294908,-0.13299646851369734,0.08980832926100885,-0.12061913282742517,0.15324063433693405,-0.10364708732841027,0.12411089330719687,0.02578230576894023,0.15434101907201822,0.71648009564476,0.4676416819012797,0.7189391422539058,0.4873277012005336,0.6776829081850734,0.42078436924819484,0.4261446753799861,0.43397694320673313,0.7388292609815289,0.5073225685317311,0.7317528427955887,0.5359302058620954,0.4471830115773825,0.5123825152916605,0.7575178112848865,0.4756267921476362,0.4498252532618731,0.4978575650118203,0.43799454395156695,0.46084011816413284,0.3779330584656455,0.36559009072483106
cub_00042,0,0,0.4520137637415537,0.297349709114415,0.052903287181310446,0.15750619989618778,0.18860164766229984,0.29617669852751227,0.042910126494091747,0.18841781146376124,0.16404772268434936,0.3798148904314686,0.4697476004839961,0.30071289695398573,0.6384920227099066,0.4308120054181222,0.45902286672780096,0.3288750579355095,0.35972752578936507,0.37002500168930336,0.6219402244712339,0.36735250034064587,0.7298632014460082,0.4812901321130711,0.3583050071991133,0.2798257795732862,0.6269049994814239,0.3812801101169993,0.4499860273156431,0.37234330580749964,0.38053168617464533,0.2915658045610906,0.39966651397084946,0.3282231935961906
cub_00044,0,0,-0.2735395465975962,0.023818024175039528,-0.3410167561487763,0.02366622462511476,-0.2982539922215252,0.053930578165205065,-0.3316863005550147,0.028703229113275244,-0.15320157720081584,0.03937048239093659,0.7257069695690544,0.2664984227129338,0.7315299180238541,0.19098190447938299,0.6390822481605628,0.25595945692298067,0.24434405386339728,0.15966146280093785,0.8172091085655511,0.4764952549106158,0.7790700344547081,0.567111735769501,0.35819285593294137,0.3627503696733432,0.7468561588031363,0.4319349315068493,0.4108132993040705,0.35085615297488176,0.3543733881249572,0.3423596398305085,0.29396532413856696,0.2382731913367671
