baseline_mode,samples,map_spearman_mean,top20_iou_mean,mean_abs_diff_mean,identical_fraction,ig_insertion_auc_mean,gradient_shap_insertion_auc_mean,insertion_auc_delta_mean,input_grad_l2_mean
black,48,0.6553419435799965,0.3397565360922929,0.02745358816658457,0.0,0.4787090303725563,0.48798245934691903,0.009273428974362717,0.5792082357220352
gray,48,0.3218491996632265,0.19759279332191373,0.040622811298817396,0.0,0.46153507189495335,0.47356731978943567,0.01203224789448238,0.5792082357220352
mean,48,0.351603132838398,0.22336862534547633,0.03014885839850952,0.0,0.46530247094924554,0.49105167075564776,0.025749199806402136,0.5792082357220352
