sample_id,consensus_insertion_auc,consensus_expert_roi,fw_consensus_insertion_auc,fw_consensus_expert_roi,uniform_consensus_insertion_auc,uniform_consensus_expert_roi,topk_consensus_insertion_auc,topk_consensus_expert_roi,topk_methods,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop,weight_attention_rollout
11340341_1224932122_5_left_subarticular_stenosis_l1_l2,0.9871127098798751,0.2755886912345886,0.9871127098798751,0.2755886912345886,0.9873080670833586,0.27498218417167664,0.9903706103563308,0.28260523080825806,attention_rollout integrated_gradients guided_backprop,0.14046298319141973,0.13588444828494947,0.14502788778483786,0.14477614834018981,0.14343252547486798,0.14499301726955946,0.1454229896541757
11340341_2231042680_5_right_neural_foraminal_narrowing_l4_l5,0.47519497349858286,0.26724952459335327,0.47519497349858286,0.26724952459335327,0.4579301081597805,0.262773722410202,0.5569468960165976,0.2803597152233124,attention_rollout guided_backprop gradient_shap,0.13727767491618448,0.1342020022191181,0.1424663137340561,0.14285331615068975,0.1399354924077437,0.1454644874409222,0.1578007131312857
11340341_3543553307_10_spinal_canal_stenosis_l1_l2,0.998704132437706,0.16849444806575775,0.998704132437706,0.16849444806575775,0.9987039774656297,0.1678159236907959,0.9987012624740601,0.2300458699464798,occlusion attention_rollout integrated_gradients,0.14161239168290685,0.14279683305575439,0.14322783628339206,0.14320141230051922,0.14326651986613909,0.14265037248139956,0.14324463432988885
59576878_1786504756_4_right_neural_foraminal_narrowing_l3_l4,0.5900257434695958,0.22089846432209015,0.5900257434695958,0.22089846432209015,0.5708789456635713,0.21124745905399323,0.6916304111480712,0.2703513503074646,gradient_shap integrated_gradients occlusion,0.12603171163420626,0.1278867655534137,0.1535773574832942,0.15400124446100655,0.1469151899570679,0.14659123874742122,0.14499649216359017
59576878_2414228193_3_left_subarticular_stenosis_l1_l2,0.8364980340003967,0.22015774250030518,0.8364980340003967,0.22015774250030518,0.8318697914481162,0.22034284472465515,0.8525961890816689,0.17412245273590088,occlusion gradcam gradient_shap,0.1483985650020367,0.1362669491094989,0.14150446078622894,0.1427903496753018,0.1494794554284545,0.14201116037145609,0.13954905962702313
73783367_1885677897_11_left_subarticular_stenosis_l1_l2,0.992267981171608,0.25646230578422546,0.992267981171608,0.25646230578422546,0.9915664911270143,0.25685492157936096,0.9958147048950196,0.27085307240486145,attention_rollout occlusion integrated_gradients,0.14621047806760096,0.11865777661201046,0.14703189969549119,0.14702232688751474,0.1474129533748647,0.1462010537253576,0.14746351163716034
73783367_2087785373_5_left_neural_foraminal_narrowing_l1_l2,0.9947131440043447,0.2665511965751648,0.9947131440043447,0.2665511965751648,0.9947802498936654,0.2657540738582611,0.9946433052420616,0.27025106549263,occlusion attention_rollout gradient_shap,0.14169118719638257,0.13777861202850158,0.14406458375427944,0.1441201565545668,0.1444091390673681,0.1436215374062371,0.14431478399266448
73783367_2639788488_7_spinal_canal_stenosis_l1_l2,0.9747910469770431,0.08358027786016464,0.9747910469770431,0.08358027786016464,0.9528547197580337,0.05848684161901474,0.9985814809799195,0.16866420209407806,occlusion attention_rollout gradient_shap,0.13491403047372216,0.10459271546840712,0.15481233400780145,0.15500202150737888,0.15591117441912605,0.13930809943872718,0.15545962468483723
88465004_2838498199_14_left_subarticular_stenosis_l3_l4,0.5215063564479351,0.26505738496780396,0.5215063564479351,0.26505738496780396,0.5205746844410896,0.2647590637207031,0.5400306846946478,0.2538185715675354,attention_rollout guided_backprop gradcam,0.14388135623188103,0.1343020875176325,0.14143549075917974,0.1424133385516106,0.14309655929942947,0.14595379566372507,0.14891737197654153
88465004_3579504941_13_left_neural_foraminal_narrowing_l1_l2,0.9377996325492859,0.24672608077526093,0.9377996325492859,0.24672608077526093,0.937436193227768,0.24691931903362274,0.9510136485099794,0.2010301649570465,gradcam++ guided_backprop gradcam,0.143158459420011,0.14570570536831473,0.14213693847814818,0.14259253587111018,0.14127035770874244,0.14322483865189725,0.14191116450177624
