,log_loss,log_loss,accuracy,accuracy,balanced_accuracy,balanced_accuracy,macro_f1,macro_f1,top5_accuracy,top5_accuracy
,mean,std,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,,,
convnext_blackbox,0.5169,0.0201,0.9067,0.0064,0.9068,0.0064,0.9057,0.0063,0.9758,0.0019
deit_small,0.7221,0.0126,0.8727,0.0015,0.8729,0.0018,0.8717,0.0017,0.964,0.0008
densenet121,0.7442,0.0294,0.8329,0.0055,0.8332,0.0054,0.8323,0.0048,0.9558,0.0027
efficientnet_b4,0.7672,0.015,0.8449,0.0039,0.8453,0.0041,0.8432,0.0038,0.9589,0.0017
resnet50,0.65,0.0227,0.8442,0.0085,0.8446,0.0087,0.8435,0.0088,0.9642,0.0035
vit_small,1.1596,0.2392,0.7475,0.0582,0.7478,0.0579,0.745,0.0584,0.9056,0.0291
