baseline_mode,samples,map_spearman_mean,top20_iou_mean,mean_abs_diff_mean,identical_fraction,ig_insertion_auc_mean,gradient_shap_insertion_auc_mean,insertion_auc_delta_mean,input_grad_l2_mean
black,48,0.6571628938287487,0.3511597676949419,0.02640625599694128,0.0,0.4276023334842951,0.4615126208499229,0.03391028736562777,0.5425824959141513
gray,48,0.36329585132505876,0.21124188700344745,0.04111971453918765,0.0,0.38759313873209367,0.4136560857897469,0.02606294705765322,0.5425824959141513
mean,48,0.3855741055223487,0.2414909727443428,0.02797277415326486,0.0,0.4273845643755825,0.4646752819321894,0.03729071755660698,0.5425824959141513
