sample_id,consensus_insertion_auc,consensus_expert_roi,fw_consensus_insertion_auc,fw_consensus_expert_roi,uniform_consensus_insertion_auc,uniform_consensus_expert_roi,topk_consensus_insertion_auc,topk_consensus_expert_roi,topk_methods,weight_gradcam,weight_gradcam++,weight_integrated_gradients,weight_gradient_shap,weight_occlusion,weight_guided_backprop,weight_attention_rollout
26342422_226564374_4_right_neural_foraminal_narrowing_l1_l2,0.938976326584816,0.17971843481063843,0.938976326584816,0.17971843481063843,0.9405238777399062,0.1731806844472885,0.9678591370582581,0.21791675686836243,attention_rollout gradcam++ gradcam,0.14478303618824845,0.14559694211045968,0.13475449070042497,0.14113319571224503,0.1447624255179764,0.13624943701029102,0.15272047276035444
26342422_307069509_3_left_subarticular_stenosis_l1_l2,0.9855551332235337,0.25499218702316284,0.9855551332235337,0.25499218702316284,0.9859533548355102,0.2542095482349396,0.9862558364868165,0.2636663615703583,attention_rollout occlusion gradcam,0.14412891701917896,0.14303326986264406,0.13979543104892866,0.14178440316651966,0.14468446609143237,0.1410288332876387,0.14554467952365763
26342422_2528347280_9_spinal_canal_stenosis_l1_l2,0.9861151427030562,0.23971335589885712,0.9861151427030562,0.23971335589885712,0.9852773785591123,0.23856812715530396,0.9864323496818543,0.26307111978530884,attention_rollout gradcam++ occlusion,0.14322060430667644,0.1459590066451402,0.1398333950018805,0.14119933152834505,0.14329688474034405,0.14034349325764822,0.14614728451996548
38281420_1178941473_3_left_subarticular_stenosis_l1_l2,0.9228962197899818,0.2700505256652832,0.9228962197899818,0.2700505256652832,0.923682387173176,0.2700505256652832,0.9227126166224481,0.2648584842681885,attention_rollout gradcam++ guided_backprop,0.13732782122299983,0.14705734954066085,0.1382717021253414,0.13771617256759972,0.14398157507368492,0.14683594403058997,0.1488094354391234
38281420_2565838687_4_right_neural_foraminal_narrowing_l4_l5,0.7259477168321611,0.2690487504005432,0.7259477168321611,0.2690487504005432,0.7237704619765283,0.2665511965751648,0.7262646332383156,0.2801559567451477,attention_rollout integrated_gradients gradient_shap,0.14171916554218714,0.1251423070404266,0.14967344609401223,0.1494401229109952,0.1336728547447518,0.14772599884893453,0.1526261048186925
46494080_1543341132_3_left_subarticular_stenosis_l3_l4,0.5065828420221805,0.2661525011062622,0.5065828420221805,0.2661525011062622,0.5005857147276401,0.2670499384403229,0.5740338288247585,0.19257283210754395,occlusion integrated_gradients guided_backprop,0.1274750808418276,0.14139386881989432,0.1507456183015602,0.14783525934477906,0.15187514082395615,0.1489192342152508,0.13175579765273185
46494080_1763376930_8_spinal_canal_stenosis_l5_s1,0.9593024946749211,0.2405736744403839,0.9593024946749211,0.2405736744403839,0.9584387667477131,0.23732984066009521,0.9679886765778064,0.1929265260696411,integrated_gradients gradient_shap occlusion,0.14280912069229407,0.12330037465180155,0.149195661853222,0.14889270603645738,0.14619977121360778,0.14491290185402597,0.14468946369859134
46494080_4061588226_13_right_neural_foraminal_narrowing_l5_s1,0.6847960598766802,0.25391629338264465,0.6847960598766802,0.25391629338264465,0.6842501811683177,0.24982520937919617,0.6844167910516262,0.28260523080825806,gradient_shap integrated_gradients attention_rollout,0.12911994845800073,0.14320389951158186,0.14985180777500529,0.15149832909860203,0.12976079855772912,0.14698070603759697,0.14958451056148403
52397721_2770638094_5_right_neural_foraminal_narrowing_l3_l4,0.5774636775255204,0.26724952459335327,0.5774636775255204,0.26724952459335327,0.5763045772910117,0.2690487504005432,0.5859835535287857,0.12361198663711548,gradcam gradient_shap integrated_gradients,0.1513042713971756,0.1309776476415846,0.1494736472992746,0.15035598489064947,0.13218521461465382,0.14878544368430793,0.13691779047235408
52397721_3220885418_31_left_subarticular_stenosis_l3_l4,0.560372344404459,0.2615855038166046,0.560372344404459,0.2615855038166046,0.5591432727873326,0.2581326365470886,0.6109516970813273,0.28005409240722656,attention_rollout integrated_gradients gradient_shap,0.13948749977929742,0.14085837413975683,0.1478702570410139,0.14720180707706143,0.1307744202903268,0.14458626841922018,0.1492213732533234
