sample_id,label,target,spearman_gradcam_vs_gradcam++,top20_iou_gradcam_vs_gradcam++,spearman_gradcam_vs_gradient_shap,top20_iou_gradcam_vs_gradient_shap,spearman_gradcam_vs_guided_backprop,top20_iou_gradcam_vs_guided_backprop,spearman_gradcam_vs_integrated_gradients,top20_iou_gradcam_vs_integrated_gradients,spearman_gradcam_vs_occlusion,top20_iou_gradcam_vs_occlusion,spearman_gradcam++_vs_gradient_shap,top20_iou_gradcam++_vs_gradient_shap,spearman_gradcam++_vs_guided_backprop,top20_iou_gradcam++_vs_guided_backprop,spearman_gradcam++_vs_integrated_gradients,top20_iou_gradcam++_vs_integrated_gradients,spearman_gradcam++_vs_occlusion,top20_iou_gradcam++_vs_occlusion,spearman_gradient_shap_vs_guided_backprop,top20_iou_gradient_shap_vs_guided_backprop,spearman_gradient_shap_vs_integrated_gradients,top20_iou_gradient_shap_vs_integrated_gradients,spearman_gradient_shap_vs_occlusion,top20_iou_gradient_shap_vs_occlusion,spearman_guided_backprop_vs_integrated_gradients,top20_iou_guided_backprop_vs_integrated_gradients,spearman_guided_backprop_vs_occlusion,top20_iou_guided_backprop_vs_occlusion,spearman_integrated_gradients_vs_occlusion,top20_iou_integrated_gradients_vs_occlusion,mean_spearman,mean_top20_iou
cub_00005,0,2,0.7095289446175465,0.5325290164935859,0.2326746185258646,0.20374257782042823,0.2638652441137541,0.22962872197034678,0.14952720425505214,0.1722446118801472,0.32750364045299785,0.36348352387357097,-0.2610434895957639,0.08106652302720173,-0.2656956415702298,0.11592994161801501,-0.31986117437301603,0.05982996250726092,-0.17409934168996544,0.199420255560814,0.761926905691981,0.49955170352659894,0.7659923802844363,0.5269324406573341,0.7097433822422239,0.43773932775492835,0.734122751081248,0.4241112609096715,0.7933273025796284,0.5466473415210924,0.7000433655103419,0.37747129560432097,0.34183707280840664,0.31802190031502114
cub_00009,0,0,0.935062052861168,0.5502858025644987,-0.42564565857453507,0.03071076417419885,-0.49074718184895333,0.02786028884564171,-0.41649744092805,0.037584655947888124,-0.3240132820036449,0.08532733793694128,-0.5929209588064956,0.003951778300235105,-0.67150657105769,0.006519558676028084,-0.5809900879402458,0.0065700386177842416,-0.48877005255049505,0.033068378681341076,0.7963166818553727,0.5269324406573341,0.8561004663288176,0.6080442272253825,0.6738642338773942,0.3490584869252778,0.7868073742718225,0.5116366649092415,0.715354345739717,0.34825109722037506,0.6898961149430419,0.37822037930800084,0.09748733574448162,0.23360145999934462
cub_00016,0,0,0.7340735752337617,0.7291289738950634,0.6532393976273334,0.3872952236123592,0.6769587801945264,0.4090143218197136,0.5817633673044271,0.35626436004865525,0.5157141188543901,0.3685453931825852,0.31406160259131255,0.34734156820622986,0.31239065513186,0.35543999459715,0.2814571719478055,0.32022102354953297,0.22499845918698666,0.3580040187541862,0.6560362194815611,0.34716069271043093,0.7157523076967772,0.4438848920863309,0.5368721508984058,0.4086708816785938,0.5955803800992444,0.3003757937022159,0.5829027936099873,0.3262035583464155,0.5031976579891733,0.34977697889621195,0.5256665758565036,0.387155178339045
cub_00022,0,0,0.712031043299982,0.8487472365512159,0.2777453293208207,0.14725048588087344,0.5966313255308577,0.32370399683419077,0.2948123070054279,0.17416486280933716,0.33340505867067655,0.2572084082594407,-0.18686643870730973,0.1393698552370139,0.22723026094051815,0.29100733307603244,-0.15172504421732944,0.162938926874493,0.017167311013614368,0.24799950757109443,0.5517307524615501,0.2118101678541239,0.8253407843182132,0.5133464032574272,0.5208219354364454,0.2421123567971574,0.5351576686017667,0.21085972850678733,0.43241670054070086,0.21603790559587358,0.4856205108960879,0.23628048780487804,0.36476796700746816,0.2815225108606626
cub_00027,0,0,0.6483961044943289,0.2306231235831138,0.0704146719827779,0.238820699438722,-0.17307960979882459,0.12325932554107712,0.046807722932838886,0.231000245158127,0.14473741951515465,0.24738718799950818,-0.4559933636552616,0.010624905584369806,-0.6913784718318909,0.00014949917775452235,-0.38830290903248815,0.0168718650250798,-0.49267582828586504,0.009409538982375783,0.7020190357193802,0.3734346130158078,0.6847556277234609,0.43030216647662484,0.6115612809001314,0.37906407291524963,0.5802815197637037,0.27777424078436364,0.6574033171651799,0.38736827699466264,0.5113238038677154,0.3295081967213115,0.16375135476402275,0.2190398638265432
cub_00032,0,0,0.9435109786270047,0.6080442272253825,-0.5219788816640577,0.025549310168625446,-0.5678228733525131,0.030393264195502617,-0.5231160661044119,0.030181706190329536,-0.4847421446151044,0.03857186763651265,-0.6447737361856015,0.0045547825216477305,-0.6891514656046245,0.008441362677117878,-0.6374151620266444,0.006469083797201745,-0.5551178405297692,0.024455560608357334,0.811807495979483,0.5233396584440227,0.7992080425145234,0.5759717314487632,0.5841558102874251,0.37775210655069313,0.7981250258881042,0.47747349823321555,0.6460035454716689,0.40418311517418104,0.5968253568911028,0.3711368093595726,0.03703453903843902,0.23376787228207505
cub_00043,0,0,0.9381870187279787,0.7806760713335108,0.7197452136939736,0.3651203917834308,0.7560528032934423,0.35663106664864136,0.687479612394027,0.3396075290348418,0.4157825859195089,0.3687301694457571,0.6016299704201921,0.34220557747609176,0.6580208080833275,0.34499396863691195,0.5583426921660819,0.30324675324675326,0.4202939619020719,0.3531099839829151,0.7180352347246525,0.35690622675951594,0.8006591352816274,0.5974212034383954,0.3568614936787905,0.24524014248863776,0.6659384325315544,0.30919765166340507,0.4156709897731188,0.3321287779237845,0.3523819930935213,0.22744884368567622,0.6043387963789245,0.3748442905032178
cub_00048,0,1,0.9751786441552353,0.9659124302086395,0.7851523986805439,0.48337028824833705,0.8386263983250553,0.621949248424115,0.7175765833807732,0.40408563033440603,0.8037404266284737,0.6317907444668008,0.7623058620661094,0.4772559988223171,0.8260009062139214,0.6088176352705411,0.6880303893557711,0.3999720982142857,0.7471193218841362,0.6223893734496279,0.8252127116483632,0.4748677248677249,0.8444263927347309,0.5647902697645408,0.7570019687549724,0.408475164987843,0.7565273523677247,0.40990516332982085,0.7967956954502655,0.6248597531655714,0.7090753404466227,0.3517567837855857,0.7888513594728466,0.5366798871560104
cub_00051,0,0,0.3430666991586555,0.2027326661473003,0.7627643296127036,0.48424789232362075,0.8435327474727691,0.5001121160026908,0.7027861571917489,0.4610176894518454,0.6269506870676235,0.365687727333962,0.08530769518334652,0.14456800684345594,0.1636293501492127,0.1426131511528608,0.01681511870289028,0.12474781439139207,0.0679613480881689,0.16932925774266105,0.7795823739189021,0.4727032579982389,0.8052656026621091,0.6287940269436779,0.5881261160151563,0.39280071443291886,0.7158161828278996,0.44972551285755563,0.6260769911373937,0.39991714423807223,0.5809512863525716,0.3845260857689156,0.5139088457027434,0.35490153757527787
cub_00052,0,2,0.7660125041878687,0.7040244523688233,0.6561715262200856,0.40300594197832923,0.5963408695826043,0.4129822585187271,0.6394187667278761,0.36781844203639336,0.6560448208396018,0.4826325411334552,0.32502815128209817,0.29776915615906885,0.20099560596426774,0.3036700227346541,0.30108692499959366,0.2705748290706508,0.3475353971463534,0.3500466107337861,0.7914494746825647,0.5311260299054013,0.7751526770771816,0.5082287517847749,0.6974533256805676,0.5077712500929575,0.7561624751710923,0.4725952014087607,0.7341384256703533,0.5126081766636825,0.6728100831103851,0.4559098089903777,0.5943867352228328,0.43871756490532293
